Population code,Species,Reidentification,Reidentifier,Notes,Collector + number,Provider identifier,Locality,Country,State,County,Latitude,Longitude,GPS source,,# individuals,Verbatim latitude,Verbatim longitude,Provider acronym,,Qubit 1,Qubit 2,Qubit average,Qubit 1 (Cleaned),Qubit 2 (Cleaned) ,Qubit average (Cleaneed,Cleaned to 50𝜇l,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of TE to add,Library made,Note
E2718,Vernonia gigantea,,,,Godfrey 71923,NCU00356160,Torreya State Park,,FL,Liberty,30.2506943,-84.8955989,County centroid,,,,,NCU,,25.3,25.6,25.45,,,,,3130.35,19.64636542,Vacuum centrifuge then add 25 uL,,
E2719,Vernonia gigantea,,,,Lazor 5140,NCU00356163,4 miles east of Aucilla River on Highway 98,,FL,Taylor,30.0926733,-83.6377926,County centroid,,,,,NCU,,6.6,6.27,6.435,,,,,791.505,77.7000777,Vacuum centrifuge then add 25 uL,,
E2720,Vernonia gigantea,,,,Faircloth 4618,NCU00356164,Old sandbar along the Ocmulgee River in the northeast corner of the county at Red Bluff,,GA,Ben Hill,31.7462726,-83.2355879,County centroid,,,,,NCU,,56.5,55.1,55.8,,,,,6863.4,8.960573477,Vacuum centrifuge then add 25 uL,,
E2721,Vernonia gigantea,,,,Faircloth 2770,NCU00356165,"Smith Grove CHurch, 0.8 miles east of Amsterdam",,GA,Decatur,30.8736613,-84.5740953,County centroid,,,,,NCU,,35,35.6,35.3,,,,,4341.9,14.16430595,Vacuum centrifuge then add 25 uL,,
E2722,Vernonia gigantea,,,,Faircloth 2605,NCU00356166,"South side of Little Tired Creek, 5.5 miles south of Cairo",,GA,Grady,30.867067,-84.2322943,County centroid,,,,,NCU,,84.5,85.1,84.8,,,,,10430.4,5.896226415,Vacuum centrifuge then add 25 uL,,
E2723,Vernonia glauca,,,,Johnson 2940,NCU00356184,on route 360 at border with Chesterfield County,,VA,Amelia,37.3319664,-78.008448,County centroid,,,,,NCU,,25.8,24.8,25.3,,,,,3111.9,19.76284585,Vacuum centrifuge then add 25 uL,,
E2724,Vernonia glauca,,,,Freer 4709,NCU00356185,Forest service road 38 below Pedlar Dam,,VA,Amherst,37.5997548,-79.1483701,County centroid,,,,,NCU,,5.09,4.87,4.98,,,,,612.54,100.4016064,Vacuum centrifuge then add 25 uL,,
E2725,Vernonia glauca,,,,Kral 11210,NCU00356186,8 miles northwest Pamplin City,,VA,Appomattox,37.3586336,-78.8265053,County centroid,,,,,NCU,,6.82,6.39,6.605,,,,,812.415,75.7002271,Vacuum centrifuge then add 25 uL,,
E2726,Vernonia glauca,,,,Harvill 17348,NCU00356189,James River north of Bent Creek,,VA,Buckingham,37.5558826,-78.5547172,County centroid,,,,,NCU,,6.14,6.13,6.135,,,,,754.605,81.4995925,Vacuum centrifuge then add 25 uL,,
E2727,Vernonia glauca,,,,Barans 437,NCU00356194,"south of southwest Gate Trail, The College Woods, The college of William and Mary",,VA,James City,37.3211485,-76.7972515,County centroid,,,,,NCU,,2.73,2.76,2.745,,,,,337.635,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2728,Vernonia glauca,,,,Crouch 473,NCU00032741,"Several small patches on steep, sunny, SE-facing slope with exposures of shell-marl, in maturing hardwoods; 'Swan Fork' ravine just at its mouth, where it joins Berkeley cove of Lake Matoaka. Downhill & east from sharp corner in CCC road.",,VA,James City,37.3211485,-76.7972515,County centroid,,,,,NCU,,3.66,3.67,3.665,,,,,450.795,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2729,Vernonia glauca,,,,Ahles 61429,NCU00356197,Junction Co. Rt. 659 & Va. 7 (east-southeast of Leesburg) ,,VA,Loudoun,39.0984586,-77.6705008,County centroid,,,,,NCU,,2.91,2.82,2.865,,,,,352.395,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2730,Vernonia glauca,,,,Waggoner 9625,NCU00356198,"Highwat 49, 3 miles south of intersection with highway 40",,VA,Lunenburg,36.9445279,-78.2562001,County centroid,,,,,NCU,,6.83,6.62,6.725,,,,,827.175,74.34944238,Vacuum centrifuge then add 25 uL,,
E2731,Vernonia glauca,,,,Shaw s.n.,NCU00440841,along southern border of the area near SR 2 Site Name: Waypoint #348,,GA,Catoosa,34.907524,-85.063482,SERNEC,,,34.907524N,85.063482W,NCU,,45.1,45.3,45.2,,,,,5559.6,11.0619469,Vacuum centrifuge then add 25 uL,,
E2732,Vernonia glauca,,,,Boufford 17731,NCU00356208,"Curahee Mountian off US route 123-Ga, 13 southwest of Toccoa, Alt: 395-575 meters",,GA,Stephens,34.6361111,-83.4611111,SERNEC,,,"34°31'43""N","83°22'34""W",NCU,,4.26,4.01,4.135,,,,,508.605,120.9189843,Vacuum centrifuge then add 25 uL,,
E2733,Vernonia glauca,,,,Bofford 17521,NCU00356209,"Curahee Mountian off US route 123-Ga, 13 southwest of Toccoa, Alt: 395-575 meters",,GA,Stephens,34.6361111,-83.4611111,SERNEC,,,"34°31'43""N","83°22'34""W",NCU,,3.03,2.9,2.965,,,,,364.695,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2734,Vernonia glauca,,,,Walker 1144,NCU00356211,Aurora Hills,,District of Columbia,,,,,,,,,NCU,,30.6,30.3,30.45,,,,,3745.35,16.42036125,Vacuum centrifuge then add 25 uL,,
E2735,Vernonia lettermanii,,,,Demaree 20442,NCU00068253,PLANTS OF ARKANSAS Garland County Ripples and ledges in creeks. Blakely Mountain Dam Reservoir. P.O. Cedar Glades. Elevation ft. 500.,,AR,Garland,34.5488944,-93.1838539,County centroid,,,,,NCU,,4.25,3.88,4.065,,,,,499.995,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2736,Vernonia lettermanii,,,,Demaree 34466,NCU00068255,PLANTS OF ARKANSAS Hot Spring County Ouachita ripples in novaculite rock. P.O. Malvern. Elevation ft. 300,,AR,Hot Spring,34.2956351,-92.9005742,County centroid,,,,,NCU,,24.5,24,24.25,,,,,2982.75,20.6185567,Vacuum centrifuge then add 25 uL,,
E2737,Vernonia lettermanii,,,,Demaree 61359,NCU00068256,"HOT SPRING COUNTY FLORA OF ARKANSAS Nice patch. Water Gaging Station, Rockport. Novaculite rocks above Ouachita River. P.O. Malvern. Elev 250 ft.",,AR,Hot Spring,34.2956351,-92.9005742,County centroid,,,,,NCU,,7.3,7.11,7.205,,,,,886.215,69.3962526,Vacuum centrifuge then add 25 uL,,
E2738,Vernonia lettermanii,,,,Demaree 58744,NCU00068257,"PLANTS OF ARKANSAS THE COASTAL PLAIN Hot Springs [sic, should be Hot Spring] County Banks of Ouachita River. Novaculite rocks. Pockport [sic, should be Rockport] Rridge [sic] across Ouachita River. P.O. Malvern. Elevation ft. 260 .",,AR,Hot Spring,34.2956351,-92.9005742,County centroid,,,,,NCU,,39.5,40.2,39.85,,,,,4901.55,12.54705144,Vacuum centrifuge then add 25 uL,,
E2739,Vernonia lettermanii,,,,Demaree 33146,NCU00068258,PLANTS OF ARKANSAS Montgomery County Gravel bars of a small creek. P.O. Mount Ida. Elevation ft. 550,,AR,Montgomery,34.5218805,-93.6508234,County centroid,,,,,NCU,,30.4,29,29.7,,,,,3653.1,16.83501684,Vacuum centrifuge then add 25 uL,,
E2740,Vernonia lettermanii,,,,Moore 67383,NCU00068259,PLANTS OF ARKANSAS 8 mi. N. Waldron Scott County,,AR,Scott,34.8469384,-94.0431714,County centroid,,,,,NCU,,28.2,28.3,28.25,,,,,3474.75,17.69911504,Vacuum centrifuge then add 25 uL,,
E2741,Vernonia noveboracensis,,,,Coile 1413,NCU00357544,"North of GA highway 172, beside Broad River",,GA,Elbert,34.1194318,-82.8408412,County centroid,,,,,NCU,,59.7,59.3,59.5,,,,,7318.5,8.403361345,Vacuum centrifuge then add 25 uL,,
E2742,Vernonia noveboracensis,,,,Jones 15368,NCU00357546,"Highway 11, just west of White county line and northwest of Cleveland",,GA,Lumpkin,34.5546076,-83.9926806,County centroid,,,,,NCU,,56,55.1,55.55,,,,,6832.65,9.00090009,Vacuum centrifuge then add 25 uL,,
E2743,Vernonia noveboracensis,,,,Bozeman 762,NCU00357547,1.3 mi N of Ft. Barrington raod on ridge,,GA,McIntosh,31.4979689,-81.3921575,County centroid,,,,,NCU,,103,102,102.5,,,,,12607.5,4.87804878,Vacuum centrifuge then add 25 uL,,
E2744,Vernonia noveboracensis,,,,Downs 9278,NCU00357553,"Along Potomac River, about 1 mile south of Picardy",,MD,Allegany,39.6572451,-78.6550628,County centroid,,,,,NCU,,73.4,73.7,73.55,,,,,9046.65,6.798096533,Vacuum centrifuge then add 25 uL,,
E2745,Vernonia noveboracensis,,,,Redman 2038,NCU00357557,head of first lake cove north of the Big Dam along Loch Raven Road,,MD,Baltimore,39.2908816,-76.610759,County centroid,,,,,NCU,,4.34,4.03,4.185,,,,,514.755,119.474313,Vacuum centrifuge then add 25 uL,,
E2746,Vernonia noveboracensis,,,,Brown s.n.,NCU00357562,"Rt. 135, Deer Park",,MD,Garrett,39.544087,-79.2496976,County centroid,,,,,NCU,,3.01,2.85,2.93,,,,,360.39,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2747,Vernonia noveboracensis,,,,Ahles 60850,NCU00357571,Herman on Co. Rt. 746,,VA,Charlotte,37.0416273,-78.6523968,County centroid,,,,,NCU,,133,131,132,,,,,16236,3.787878788,Vacuum centrifuge then add 25 uL,,
E2748,Vernonia noveboracensis,,,,Ahles 61499,NCU00357572,Rappahannock River on US 211,,VA,Culpeper,38.4912207,-77.9618216,County centroid,,,,,NCU,,52.7,51.4,52.05,,,,,6402.15,9.606147935,Vacuum centrifuge then add 25 uL,,
E2749,Vernonia noveboracensis,,,,Ahles 57844,NCU00357573,3.5 miles northeast of McKenney on US 1,,VA,Dinwiddie,37.0712818,-77.6480714,County centroid,,,,,NCU,,31.3,30.6,30.95,,,,,3806.85,16.15508885,Vacuum centrifuge then add 25 uL,,
E2750,Vernonia noveboracensis,,,,Brown s.n.,NCU00357600,Patterson Creek,,WV,Mineral,39.3839905,-78.9416922,County centroid,,,,,NCU,,3.46,3.22,3.34,,,,,410.82,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2751,Vernonia noveboracensis,,,,Uttal 11707,NCU00357601,west side of Rt. 219 at north limits of Peterstown,,WV,Monroe,37.5585821,-80.5192225,County centroid,,,,,NCU,,17.1,15.2,16.15,,,,,1986.45,30.95975232,Vacuum centrifuge then add 25 uL,,
E2752,Vernonia noveboracensis,,,,Downs 5772,NCU00357602,"along Potomac River, at 2 miles west of railroad crossing at Orleans Cross Roads on County road 18/2",,WV,Morgan,39.5455257,-78.2592246,County centroid,,,,,NCU,,81.7,80.5,81.1,,,,,9975.3,6.165228113,Vacuum centrifuge then add 25 uL,,
E2753,Vernonia noveboracensis,,,,Godfrey 62519,NCU00357610,near Telogia,,FL,Liberty,30.2506943,-84.8955989,County centroid,,,,,NCU,,56.7,55.4,56.05,,,,,6894.15,8.920606601,Vacuum centrifuge then add 25 uL,,
E2754,Vernonia noveboracensis,,,,Godfrey 62519,NCU00357611,near Telogia,,FL,Liberty,30.2506943,-84.8955989,County centroid,,,,,NCU,,47.4,47.3,47.35,,,,,5824.05,10.55966209,Vacuum centrifuge then add 25 uL,,
E2755,Vernonia noveboracensis,,,,White 50166,NCU00098211,Big South Fork National River and Recreation Area Locality: Side of road. Collection point I. Elevation: 1235 ft UTM East 721472 UTM North 4056449 Datum NAD 83,,KY,McCreary,36.735774,-84.4960095,County centroid,,,,,NCU,,17.2,16.8,17,,,,,2091,29.41176471,Vacuum centrifuge then add 25 uL,,
E2756,Vernonia noveboracensis,,,,MacDonald s.n.,NCU00357612,-n/a-,,TN,Anderson,36.1063226,-84.1849939,County centroid,,,,,NCU,,13.5,13.1,13.3,,,,,1635.9,37.59398496,Vacuum centrifuge then add 25 uL,,
E2757,Vernonia ovalifolia,,,,Godfrey 56084,NCU00357613,at Suwannee,,FL,Dixie,29.6214008,-83.17351,County centroid,,,,,NCU,,49.3,49.1,49.2,,,,,6051.6,10.16260163,Vacuum centrifuge then add 25 uL,,
E2758,Vernonia ovalifolia,,,,Lakela 24665,NCU00357614,just north of Tampa International Airport,,FL,Hillsborough,27.9184543,-82.3488057,County centroid,,,,,NCU,,52.7,51.7,52.2,,,,,6420.6,9.578544061,Vacuum centrifuge then add 25 uL,,
E2759,Vernonia ovalifolia,,,,Kral 5401,NCU00357615,0.5 miles south Gulf Hammock,,FL,Levy,29.3008632,-82.7824592,County centroid,,,,,NCU,,7.95,6.86,7.405,,,,,910.815,67.52194463,Vacuum centrifuge then add 25 uL,,
E2760,Vernonia ovalifolia,,,,Jones 15760,NCU00357616,5.5 miles southwest of Stuart,,FL,Martin,27.0673711,-80.3994412,County centroid,,,,,NCU,,39.4,39.5,39.45,,,,,4852.35,12.67427123,Vacuum centrifuge then add 25 uL,,
E2761,Vernonia ovalifolia,,,,Faircloth 1471,NCU00357617,"at Amelia city, 7 miles south of Fernandina Beach",,FL,Nassau,30.6624329,-81.7707334,County centroid,,,,,NCU,,26.3,24.3,25.3,,,,,3111.9,19.76284585,Vacuum centrifuge then add 25 uL,,
E2762,Vernonia ovalifolia,,,,Lakela 26347,NCU00357618,"Gulf of Mexico, Fort De Soto County Park, Hospital Key, just north of Mullet Key, south of Gulfport",,FL,Pinellas,27.8778904,-82.7329309,County centroid,,,,,NCU,,9.7,9.75,9.725,,,,,1196.175,51.41388175,Vacuum centrifuge then add 25 uL,,
E2763,Vernonia ovalifolia,,,,Govus 1488,NCU00112686,"Plants of Houston County, Georgia, USA Big Grocery Creek. Oaky Woods WMA [Wildlife Management Area]. Along edge of forest road where it crosses lower Big Grocery Creek. Habitat: Rich limestone floodplain forest. UTM zone 17 , 264061mE, 3593895mN (NAD-83) Elev: 230 ft.",,GA,Houston,32.4659752,-83.631394,County centroid,,,,,NCU,,30.4,29.4,29.9,,,,,3677.7,16.72240803,Vacuum centrifuge then add 25 uL,,
E2764,Vernonia texana,,,,Jones 58532,NCU00357619,"Caddo Valley, Alt: 220 feet",,AR,Clark,34.0541966,-93.198963,County centroid,,,,,NCU,,19.7,19.3,19.5,,,,,2398.5,25.64102564,Vacuum centrifuge then add 25 uL,,
E2765,Vernonia texana,,,,Demaree 62466,NCU00357621,"P.O. Walkerville, Alt: 240 feet",,AR,Columbia,33.1938586,-93.2344337,County centroid,,,,,NCU,,10.8,10.5,10.65,,,,,1309.95,46.94835681,Vacuum centrifuge then add 25 uL,,
E2766,Vernonia texana,,,,Jones 58758,NCU00357622,"P.O. Rison, Alt: 290 feet",,AR,Cleveland,33.8847138,-92.1724506,County centroid,,,,,NCU,,9.95,10.2,10.075,,,,,1239.225,49.62779156,Vacuum centrifuge then add 25 uL,,
E2767,Vernonia texana,,,,Tucker 5264,NCU00357623,Hempwallace,,AR,Garland,34.5488944,-93.1838539,County centroid,,,,,NCU,,17.4,17.3,17.35,,,,,2134.05,28.8184438,Vacuum centrifuge then add 25 uL,,
E2768,Vernonia texana,,,,Demaree 58752,NCU00357624,"P.O. Grapevine, Alt: 250 feet",,AR,Grant,34.2773864,-92.420578,County centroid,,,,,NCU,,11.7,11.9,11.8,,,,,1451.4,42.37288136,Vacuum centrifuge then add 25 uL,,
E2769,Vernonia texana,,,,Chapman 97,NCU00357625,"At De Roche, near Burnett Cemetery on state highway 84",,AR,Hot Spring,34.2956351,-92.9005742,County centroid,,,,,NCU,,10.2,9.69,9.945,,,,,1223.235,50.27652086,Vacuum centrifuge then add 25 uL,,
E2770,Vernonia texana,,,,Demaree 59443,NCU00357626,"P.O. Malvern, Alt; 300 feet",,AR,Hot Spring,34.2956351,-92.9005742,County centroid,,,,,NCU,,9.52,9.25,9.385,,,,,1154.355,53.27650506,Vacuum centrifuge then add 25 uL,,
E2771,Vernonia texana,,,,Tucker 5298,NCU00357627,"Caddo Gap, along Caddo River",,AR,Montgomery,34.5218805,-93.6508234,County centroid,,,,,NCU,,13.5,12.8,13.15,,,,,1617.45,38.02281369,Vacuum centrifuge then add 25 uL,,
E2772,Vernonia texana,,,,Tucker 5688,NCU00357628,"Lake Greeson, oak-hickory woods",,AR,Pike,34.1435885,-93.6428966,County centroid,,,,,NCU,,15.5,15.8,15.65,,,,,1924.95,31.94888179,Vacuum centrifuge then add 25 uL,,
E2773,Vernonia texana,,,,Sorrie 8913,NCU00027894,"2 miles N of LeBlanc on W side of Parish Road 121; ""LeBlanc Savanna"".",,LA,Allen,30.6558242,-92.8598049,County centroid,,,,,NCU,,6.67,6.42,6.545,,,,,805.035,76.39419404,Vacuum centrifuge then add 25 uL,,
E2774,Vernonia texana,,,,Thomas 40168,NCU00357629,"1 mile west of La. 9 and southwest of Bienville at corner of sections 28, 29, 32, and 33 T16N, R6W",,LA,Bienville,32.3231432,-93.0761115,County centroid,,,,,NCU,,15.2,15,15.1,,,,,1857.3,33.11258278,Vacuum centrifuge then add 25 uL,,
E2775,Vernonia texana,,,,Vincent 418,NCU00357631,ca. 2.5 miles east of Beekman in Sec 3 T22N R6E,,LA,,,,,,,,,NCU,,22.2,22.3,22.25,,,,,2736.75,22.47191011,Vacuum centrifuge then add 25 uL,,
E2776,Vernonia texana,,,,Thomas 10852,NCU00093270,FLORA OF LOUISIANA Parish: Catahoula International Paper Company land between Harrisonburg and Roseburg,,LA,Catahoula,31.7294681,-91.8487107,County centroid,,,,,NCU,,17.4,18.3,17.85,,,,,2195.55,28.01120448,Vacuum centrifuge then add 25 uL,,
E2777,Vernonia texana,,,,Allen 8587,NCU00357632,"unmarked gravel road, ca. 2.5 miles east of Stanley, Sec. 7 T11N R14W",,LA,De Soto,32.0195388,-93.7488946,County centroid,,,,,NCU,,15.2,15.8,15.5,,,,,1906.5,32.25806452,Vacuum centrifuge then add 25 uL,,
E2778,Vernonia texana,,,,Allen 9260,NCU00357633,"unmarked gravel road, ca 4 miles southeast of Walker in Sec 14, T7S R4E",,LA,Livingston,32.5841595,-88.1872828,County centroid,,,,,NCU,,25.4,25.4,25.4,,,,,3124.2,19.68503937,Vacuum centrifuge then add 25 uL,,
E2779,Vernonia texana,,,,Allen 8598,NCU00357634,"along La 483 ca 3 miles northeast of Converse, sec 38 T9N R12W (Pleasant Hill Quad)",,LA,Sabine,31.5223049,-93.5265161,County centroid,,,,,NCU,,11.5,11.8,11.65,,,,,1432.95,42.91845494,Vacuum centrifuge then add 25 uL,,
E2780,Vernonia texana,,,,Allen 1187,NCU00357635,about 12 miles north northeast of Greensburg in Sec 4 T1S R6E,,LA,Saint Helena,30.8080103,-90.6932182,County centroid,,,,,NCU,,24,23.1,23.55,,,,,2896.65,21.23142251,Vacuum centrifuge then add 25 uL,,
E2781,Vernonia texana,,,,Jones 2292,NCU00357636,west of Liberty and 19 miles west of Amite-Pike County lines,,MS,Amite,31.1729865,-90.8217568,County centroid,,,,,NCU,,8.69,9.07,8.88,,,,,1092.24,56.30630631,Vacuum centrifuge then add 25 uL,,
E2782,Vernonia texana,,,,Ray 5466,NCU00357637,5 miles east of Centreville,,MS,Amite,31.1729865,-90.8217568,County centroid,,,,,NCU,,17.2,16.5,16.85,,,,,2072.55,29.6735905,Vacuum centrifuge then add 25 uL,,
E2783,Vernonia texana,,,,Temple 3832,NCU00357638,"along county road 12.7 miles south of Caseyville, Homochitto National Forest",,MS,Franklin,31.467398,-90.8992648,County centroid,,,,,NCU,,8.36,8.09,8.225,,,,,1011.675,60.79027356,Vacuum centrifuge then add 25 uL,,
E2784,Vernonia texana,,,,Temple 3828,NCU00357639,"4.4 miles southwest of Caseyville, Homochitto National Forest",,MS,Lincoln,31.4885409,-90.4480916,County centroid,,,,,NCU,,9.83,10.2,10.015,,,,,1231.845,49.92511233,Vacuum centrifuge then add 25 uL,,
E2785,Vernonia baldwinii X missurica,,,,Demaree 25745,NCU00357650,"P.O. Jonesboro, ALt: 300 feet",,MS,Craighead,35.85696545,-90.8058662,County centroid,,,,,NCU,,36,37,36.5,,,,,4489.5,13.69863014,Vacuum centrifuge then add 25 uL,,
E2786,Vernonia missurica X liatroides,,,,Jones 22408,NCU00357651,-n/a-,,,,,,,,,,,NCU,,16.6,14.9,15.75,,,,,1937.25,31.74603175,Vacuum centrifuge then add 25 uL,,
E2787,Vernonia altissima X interior,,,,Evans 34,NCU00357652,"Area: Beaver Lake. Locality: Rocky Island, 155 Acres, 351m",,AR,Benton,36.3456186,-94.2670404,County centroid,,,,,NCU,,6.11,6.16,6.135,,,,,754.605,81.4995925,Vacuum centrifuge then add 25 uL,,
E2788,Vernonia crenata X altissima,,,,Demaree 48819,NCU00357653,"Lost Valley, Alt: 1200 (no units)",,AR,Newton,35.918468,-93.2273047,County centroid,,,,,NCU,,4.53,4.5,4.515,,,,,555.345,110.7419712,Vacuum centrifuge then add 25 uL,,
E2789,Vernonia altissima X missurica,,,,Forrester 02322,NCU00357654,0.25 miles north of Marker 7N2,,TN,Stewart,36.5092672,-87.8252756,County centroid,,,,,NCU,,48.3,48.5,48.4,,,,,5953.2,10.33057851,Vacuum centrifuge then add 25 uL,,
E2790,Vernonia arkansana,,,,Demaree 69226,NCU00357640,Nubbin Mountains,,AR,Searcy,35.9018987,-92.7098744,County centroid,,,,,NCU,,16.3,16.8,16.55,,,,,2035.65,30.21148036,Vacuum centrifuge then add 25 uL,,
E2791,Vernonia benettii,,,,Peel 48,NCU00357641,north of town,,AR,Benton,36.3456186,-94.2670404,County centroid,,,,,NCU,,2.04,2.04,2.04,,,,,250.92,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2792,Vernonia fasciculata,,,,G.J.G. 1316,NCU00357642,"near railroad tracks, ca 2 miles southwest of York on US 11",,AL,Sumter,32.5234698,-88.1837986,County centroid,,,,,NCU,,29.9,30.6,30.25,,,,,3720.75,16.52892562,Vacuum centrifuge then add 25 uL,,
E2793,Vernonia fasciculata,,,,Brown 1199,NCU00357643,Baton Rouge,,LA,East Baton Rouge,30.5254797,-91.0899217,County centroid,,,,,NCU,,2.77,2.61,2.69,,,,,330.87,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2794,Vernonia marginata,,,,Balogh 93,NCU00357644,off east road near Harmon Lake,,LA,Bossier,32.6676663,-93.5959786,County centroid,,,,,NCU,,2.63,2.6,2.615,,,,,321.645,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2795,Vernonia pulchella,,,,Ahles 54226,NCU00068244,"Flat pine woods, northeast of Glennville on dirt road.",,GA,Tattnall,32.0252793,-82.0580692,County centroid,,,,,NCU,,11.6,11.1,11.35,,,,,1396.05,44.05286344,Vacuum centrifuge then add 25 uL,,
E2796,Vernonia pulchella,,,,Harper 17015,NCU00068245,"Flat pine-palmetto, sandy sail [sic] 9 mi. SSE of Jessup.",,GA,Wayne,31.5675304,-81.9131554,County centroid,,,,,NCU,,10.6,10.5,10.55,,,,,1297.65,47.39336493,Vacuum centrifuge then add 25 uL,,
E2797,Vernonia recurva,,,,Mellinger s.n.,NCU00357647,"about 2.5 miles from highway #17, Red Hill Road",,GA,Chatham,31.9668887,-81.0626008,County centroid,,,,,NCU,,20.1,19.9,20,,,,,2460,25,Vacuum centrifuge then add 25 uL,,
E2798,Vernonia recurva,,,,Duncan 17294,NCU00357648,8.5 miles west of Savannah,,GA,Chatham,31.9668887,-81.0626008,County centroid,,,,,NCU,,9.55,9.45,9.5,,,,,1168.5,52.63157895,Vacuum centrifuge then add 25 uL,,
E2799,Vernonia angustifolia,,,,Bozeman 865,NCU00357649,1.5 miles south of Long County line on Cox Road,,GA,McIntosh,31.4979689,-81.3921575,County centroid,,,,,NCU,,17.4,17.5,17.45,,,,,2146.35,28.65329513,Vacuum centrifuge then add 25 uL,,
E2800,Vernonia acaulis,,,,Ahles 16894,NCU00352948,0.5 mi SE of jct NC 49 on Snow Camp - Kimesville Road,,NC,Alamance,35.909042,-79.489452,SERNEC,,,35.909042,-79.489452,NCU,,1.06,1.12,1.09,,,,,134.07,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2801,Vernonia acaulis,,,,Leisner 33381,NCU00352950,1.5 miles northeast of White Oak on road to Ammon,,NC,Bladen,34.627971,-78.5627714,County centroid,,,,,NCU,,12.4,12.7,12.55,,,,,1543.65,39.84063745,Vacuum centrifuge then add 25 uL,,
E2802,Vernonia acaulis,,,,Ahles 29324,NCU00352952,2.3 miles south of Bladen-Cumberland county line on NC. 87,,NC,Bladen,34.627971,-78.5627714,County centroid,,,,,NCU,,28.3,27.6,27.95,,,,,3437.85,17.88908766,Vacuum centrifuge then add 25 uL,,
E2803,Vernonia acaulis,,,,Radford 45060,NCU00352953,"Savannah, Seaforth",,NC,Chatham,35.7151316,-79.2533035,County centroid,,,,,NCU,,14.1,13.9,14,,,,,1722,35.71428571,Vacuum centrifuge then add 25 uL,,
E2804,Vernonia acaulis,,,,Downs 14050,NCU00094655,Woodland border with some white pine ca. 5 miles west of Moncure off end of CoRd 1959.,,NC,Chatham,35.7151316,-79.2533035,County centroid,,,,,NCU,,21.1,21.2,21.15,,,,,2601.45,23.64066194,Vacuum centrifuge then add 25 uL,,
E2805,Vernonia acaulis,,,,Kunz s.n.,NCU00431042,Roadside and Utility ROW Lassiter Mill Road north of Burney Mill Road,,NC,Randolph,35.522786,-79.970695,SERNEC,,,35.522786,-79.970695,NCU,,7.7,7.46,7.58,,,,,932.34,65.96306069,Vacuum centrifuge then add 25 uL,,
E2806,Vernonia acaulis,,,,Radford 19220,NCU00352979,"Peat-sedge bog, 3.5 miles north of Hoffman near US 1",,NC,Richmond,35.0288383,-79.7333261,County centroid,,,,,NCU,,1.32,1.22,1.27,,,,,156.21,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2807,Vernonia acaulis,,,,Ahles 32944,NCU00352976,1.7 miles east of Daystrom on road to Philadelphus,,NC,Robeson,34.6485079,-79.0954942,County centroid,,,,,NCU,,1.22,1.16,1.19,,,,,146.37,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2808,Vernonia acaulis,,,,Ahles 30104,NCU00352973,"4.3 miles west nortwest of Roseboro, on  NC. 24",,NC,Sampson,35.0078434,-78.3609662,County centroid,,,,,NCU,,1.54,1.3,1.42,,,,,174.66,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2809,Vernonia acaulis,,,,Sorrie 13520,NCU00323673,"Sandhills Game Land: Just E of Watson Road, 0.75 mi S of Richmond County line.",,NC,Scotland,34.8628902,-79.4903372,County centroid,,,,,NCU,,10.1,9.41,9.755,,,,,1199.865,51.25576627,Vacuum centrifuge then add 25 uL,,
E2810,Vernonia acaulis,,,,Radford 25981,NCU00354160,3.5 miles west-southwest of Parsons Mountain,,SC,Abbeville,34.2264946,-82.4364036,County centroid,,,,,NCU,,3.81,3.41,3.61,,,,,444.03,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2811,Vernonia acaulis,,,,Radford 13964,NCU00354161,"SC 81, 9.5 miles northeast of Anderson",,SC,Anderson,34.5258335,-82.652962,County centroid,,,,,NCU,,2.2,2,2.1,,,,,258.3,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2812,Vernonia acaulis,,,,Ahles 30622,NCU00354162,5.4 miles east of Orangeburg-Berkeley County line on SC. 6,,SC,Berkeley,33.1595951,-79.9070461,County centroid,,,,,NCU,,2.77,2.53,2.65,,,,,325.95,Use whole sample,Vacuum centrifuge then add 25 uL,,
E2813,Vernonia acaulis,,,,Ahles 30292,NCU00354163,1.8 miles west-northwest of junction on County 72 and SC 33 on County 72 (north of Creston),,SC,Calhoun,33.6567769,-80.7603948,County centroid,,,,,NCU,,1.61,1.33,1.47,,,,,180.81,Use whole sample,Vacuum centrifuge then add 25 uL,,
